transaction_id,user_id,amount,category,transaction_date
txn_100561,user_74,469.11,clothing,2025-05-07
txn_100562,user_77,461.86,electronics,2025-06-22
txn_100563,user_86,446.17,groceries,2025-06-02
txn_100564,user_60,104.95,electronics,2025-06-21
txn_100565,user_60,239.29,electronics,2025-04-07
txn_100566,user_66,429.98,groceries,2025-06-02
txn_100567,user_12,459.25,fuel,2025-04-12
txn_100568,user_53,407.82,groceries,2025-06-12
txn_100569,user_5,360.51,entertainment,2025-04-30
txn_100570,user_14,277.17,entertainment,2025-06-03
txn_100571,user_69,83.6,fuel,2025-04-09
txn_100572,user_39,262.11,clothing,2025-05-12
txn_100573,user_39,446.09,utilities,2025-04-16
txn_100574,user_70,61.08,groceries,2025-05-08
txn_100575,user_99,99.86,dining,2025-04-18
txn_100576,user_75,231.62,clothing,2025-06-28
txn_100577,user_63,238.74,clothing,2025-05-28
txn_100578,user_91,165.64,utilities,2025-04-24
txn_100579,user_52,212.59,clothing,2025-04-25
txn_100580,user_84,206.45,travel,2025-04-24
txn_100581,user_2,163.84,dining,2025-06-01
txn_100582,user_67,70.37,groceries,2025-04-20
txn_100583,user_7,84.34,travel,2025-06-03
txn_100584,user_50,436.28,electronics,2025-05-04
txn_100585,user_34,38.78,electronics,2025-04-08
txn_100586,user_8,176.6,utilities,2025-05-16
txn_100587,user_63,55.41,fuel,2025-05-12
txn_100588,user_94,360.64,clothing,2025-06-14
txn_100589,user_53,289.81,groceries,2025-06-24
txn_100590,user_69,202.02,entertainment,2025-06-10
txn_100591,user_83,48.73,fuel,2025-04-23
txn_100592,user_7,422.66,electronics,2025-05-28
txn_100593,user_30,157.22,electronics,2025-05-26
txn_100594,user_58,487.93,dining,2025-07-02
txn_100595,user_54,274.0,entertainment,2025-04-29
txn_100596,user_62,316.61,fuel,2025-06-01
txn_100597,user_57,59.96,travel,2025-05-20
txn_100598,user_75,180.84,electronics,2025-05-01
txn_100599,user_15,241.1,travel,2025-04-26
txn_100600,user_8,107.86,entertainment,2025-04-27
txn_100601,user_43,449.99,clothing,2025-04-11
txn_100602,user_89,474.96,electronics,2025-04-07
txn_100603,user_26,205.15,clothing,2025-04-22
txn_100604,user_80,418.78,electronics,2025-06-17
txn_100605,user_5,373.11,electronics,2025-06-11
txn_100606,user_65,462.62,electronics,2025-06-29
txn_100607,user_8,336.26,travel,2025-06-28
txn_100608,user_100,441.39,electronics,2025-06-14
txn_100609,user_88,446.54,groceries,2025-06-24
txn_100610,user_72,11.95,groceries,2025-04-21
txn_100611,user_59,319.06,entertainment,2025-06-05
txn_100612,user_21,400.24,dining,2025-06-18
txn_100613,user_15,326.8,groceries,2025-04-26
txn_100614,user_60,221.21,entertainment,2025-04-19
txn_100615,user_100,168.47,fuel,2025-05-25
txn_100616,user_69,139.64,entertainment,2025-06-26
txn_100617,user_2,100.33,utilities,2025-04-13
txn_100618,user_51,359.34,clothing,2025-06-04
txn_100619,user_54,410.8,utilities,2025-04-19
txn_100620,user_7,358.14,electronics,2025-04-10
txn_100621,user_23,49.94,groceries,2025-06-26
txn_100622,user_13,157.51,entertainment,2025-06-28
txn_100623,user_94,280.42,entertainment,2025-06-01
txn_100624,user_44,396.08,utilities,2025-04-27
txn_100625,user_79,83.92,clothing,2025-06-26
txn_100626,user_4,361.52,utilities,2025-05-16
txn_100627,user_32,70.28,utilities,2025-04-23
txn_100628,user_17,353.85,dining,2025-06-25
txn_100629,user_49,393.11,groceries,2025-05-09
txn_100630,user_2,239.5,entertainment,2025-06-11
txn_100631,user_19,253.21,utilities,2025-05-18
txn_100632,user_44,461.99,entertainment,2025-04-24
txn_100633,user_7,310.11,travel,2025-05-02
txn_100634,user_20,277.16,clothing,2025-05-21
txn_100635,user_56,70.35,utilities,2025-06-17
txn_100636,user_25,458.39,fuel,2025-04-16
txn_100637,user_79,78.52,travel,2025-06-22
txn_100638,user_47,195.9,utilities,2025-06-16
txn_100639,user_8,130.5,travel,2025-06-03
txn_100640,user_65,203.84,fuel,2025-04-30
txn_100641,user_82,414.84,utilities,2025-05-13
txn_100642,user_1,392.63,electronics,2025-05-02
txn_100643,user_44,253.55,groceries,2025-04-04
txn_100644,user_99,266.28,groceries,2025-05-09
txn_100645,user_71,197.05,utilities,2025-05-08
txn_100646,user_36,228.78,fuel,2025-04-08
txn_100647,user_100,154.71,electronics,2025-06-15
txn_100648,user_94,471.78,fuel,2025-04-18
txn_100649,user_55,449.82,entertainment,2025-04-08
txn_100650,user_20,43.43,groceries,2025-06-18
txn_100651,user_25,136.18,utilities,2025-06-22
txn_100652,user_38,462.1,entertainment,2025-06-30
txn_100653,user_62,212.58,utilities,2025-05-26
txn_100654,user_19,327.94,electronics,2025-04-22
txn_100655,user_38,161.2,utilities,2025-04-20
txn_100656,user_49,375.43,clothing,2025-06-22
txn_100657,user_89,458.06,groceries,2025-05-28
txn_100658,user_88,185.74,travel,2025-04-12
txn_100659,user_22,346.98,dining,2025-04-09
txn_100660,user_96,440.57,electronics,2025-04-08
txn_100661,user_39,136.88,entertainment,2025-04-17
txn_100662,user_3,125.0,dining,2025-04-27
txn_100663,user_60,183.2,groceries,2025-06-28
txn_100664,user_60,277.61,clothing,2025-06-11
txn_100665,user_98,428.42,entertainment,2025-06-08
txn_100666,user_47,211.89,electronics,2025-06-27
txn_100667,user_44,212.98,dining,2025-04-10
txn_100668,user_39,214.28,electronics,2025-04-10
txn_100669,user_35,146.85,groceries,2025-04-09
txn_100670,user_40,349.34,entertainment,2025-06-02
txn_100671,user_60,38.63,clothing,2025-05-31
txn_100672,user_66,210.34,entertainment,2025-05-20
txn_100673,user_43,295.77,clothing,2025-04-27
txn_100674,user_44,237.87,clothing,2025-06-16
txn_100675,user_50,403.81,dining,2025-06-27
txn_100676,user_88,325.64,clothing,2025-05-10
txn_100677,user_14,157.28,entertainment,2025-05-13
txn_100678,user_12,423.09,fuel,2025-06-04
txn_100679,user_28,11.66,dining,2025-06-15
txn_100680,user_30,481.59,utilities,2025-05-18
txn_100681,user_35,64.34,electronics,2025-04-25
txn_100682,user_35,209.42,clothing,2025-04-27
txn_100683,user_9,44.49,groceries,2025-04-16
txn_100684,user_81,487.64,entertainment,2025-04-27
txn_100685,user_6,330.83,groceries,2025-04-21
txn_100686,user_44,352.28,electronics,2025-06-26
txn_100687,user_64,468.33,entertainment,2025-04-23
txn_100688,user_14,305.92,dining,2025-05-25
txn_100689,user_95,301.53,fuel,2025-06-20
txn_100690,user_32,346.05,utilities,2025-07-02
txn_100691,user_4,21.52,travel,2025-06-10
txn_100692,user_72,428.0,fuel,2025-06-07
txn_100693,user_46,409.23,utilities,2025-05-01
txn_100694,user_72,144.06,electronics,2025-05-11
txn_100695,user_3,50.54,fuel,2025-06-05
txn_100696,user_63,140.77,travel,2025-05-12
txn_100697,user_78,413.72,dining,2025-06-11
txn_100698,user_42,396.56,utilities,2025-05-23
txn_100699,user_24,453.43,electronics,2025-06-07
txn_100700,user_38,21.44,entertainment,2025-06-29
txn_100701,user_15,39.37,dining,2025-06-20
txn_100702,user_64,391.37,travel,2025-05-11
txn_100703,user_46,292.82,entertainment,2025-04-09
txn_100704,user_48,262.11,travel,2025-04-06
txn_100705,user_82,25.56,entertainment,2025-04-29
txn_100706,user_27,492.82,groceries,2025-04-20
txn_100707,user_29,115.11,dining,2025-05-29
txn_100708,user_39,116.1,entertainment,2025-05-08
txn_100709,user_78,299.32,utilities,2025-04-06
txn_100710,user_48,451.68,groceries,2025-06-02
txn_100711,user_73,452.06,travel,2025-05-29
txn_100712,user_43,119.23,entertainment,2025-05-29
txn_100713,user_46,316.92,entertainment,2025-05-23
txn_100714,user_47,339.64,fuel,2025-04-30
txn_100715,user_17,173.14,clothing,2025-04-09
txn_100716,user_23,269.5,travel,2025-06-04
txn_100717,user_81,113.55,groceries,2025-04-17
txn_100718,user_83,250.67,travel,2025-04-30
txn_100719,user_89,325.5,entertainment,2025-05-05
txn_100720,user_93,44.59,electronics,2025-04-29
txn_100721,user_69,345.92,dining,2025-06-15
txn_100722,user_84,143.51,entertainment,2025-05-25
txn_100723,user_1,315.96,travel,2025-06-20
txn_100724,user_35,12.98,fuel,2025-05-28
txn_100725,user_4,140.96,dining,2025-06-26
txn_100726,user_41,14.98,entertainment,2025-04-17
txn_100727,user_38,238.86,dining,2025-04-29
txn_100728,user_60,451.56,utilities,2025-04-14
txn_100729,user_13,462.24,utilities,2025-05-18
txn_100730,user_47,255.81,groceries,2025-04-13
txn_100731,user_90,363.61,entertainment,2025-04-06
txn_100732,user_69,495.76,entertainment,2025-05-11
txn_100733,user_38,448.18,fuel,2025-04-13
txn_100734,user_62,48.72,utilities,2025-05-10
txn_100735,user_71,253.8,clothing,2025-06-06
txn_100736,user_30,327.0,entertainment,2025-05-15
txn_100737,user_54,287.07,fuel,2025-06-13
txn_100738,user_91,271.93,dining,2025-04-11
txn_100739,user_66,374.55,dining,2025-06-15
txn_100740,user_51,95.77,entertainment,2025-05-15
txn_100741,user_31,232.9,groceries,2025-05-18
txn_100742,user_20,161.9,groceries,2025-04-28
txn_100743,user_52,387.49,utilities,2025-04-07
txn_100744,user_12,193.92,utilities,2025-06-08
txn_100745,user_63,129.44,fuel,2025-05-21
txn_100746,user_4,393.44,fuel,2025-04-15
txn_100747,user_33,201.44,utilities,2025-05-21
txn_100748,user_92,196.28,fuel,2025-04-19
txn_100749,user_14,132.09,entertainment,2025-04-18
txn_100750,user_47,15.04,dining,2025-05-30
txn_100751,user_71,377.05,fuel,2025-06-22
txn_100752,user_67,307.77,groceries,2025-05-13
txn_100753,user_73,421.8,utilities,2025-05-25
txn_100754,user_65,235.81,dining,2025-06-25
txn_100755,user_97,26.32,fuel,2025-04-10
txn_100756,user_97,8.25,electronics,2025-06-07
txn_100757,user_71,296.56,utilities,2025-04-22
txn_100758,user_26,74.73,groceries,2025-05-08
txn_100759,user_18,285.12,fuel,2025-06-23
txn_100760,user_50,163.1,entertainment,2025-07-01
txn_100761,user_56,231.73,entertainment,2025-05-29
txn_100762,user_27,214.58,clothing,2025-06-27
txn_100763,user_34,257.94,travel,2025-04-20
txn_100764,user_50,438.27,fuel,2025-06-20
txn_100765,user_53,338.11,groceries,2025-06-16
txn_100766,user_40,80.91,groceries,2025-05-27
txn_100767,user_54,128.27,utilities,2025-05-19
txn_100768,user_100,495.52,utilities,2025-06-04
txn_100769,user_100,101.37,utilities,2025-06-20
txn_100770,user_43,392.6,travel,2025-06-10
txn_100771,user_29,100.73,utilities,2025-05-28
txn_100772,user_71,357.01,utilities,2025-06-06
txn_100773,user_96,291.7,clothing,2025-06-05
txn_100774,user_61,386.13,entertainment,2025-04-08
txn_100775,user_3,241.35,groceries,2025-05-25
txn_100776,user_22,499.88,travel,2025-06-10
txn_100777,user_33,28.9,entertainment,2025-06-23
txn_100778,user_65,470.71,entertainment,2025-06-10
txn_100779,user_26,168.24,electronics,2025-06-26
txn_100780,user_30,137.83,clothing,2025-06-01
txn_100781,user_21,157.54,entertainment,2025-05-06
txn_100782,user_75,319.13,fuel,2025-04-08
txn_100783,user_62,362.9,entertainment,2025-04-29
txn_100784,user_31,496.71,electronics,2025-05-13
txn_100785,user_37,378.08,groceries,2025-06-02
txn_100786,user_36,102.43,utilities,2025-04-13
txn_100787,user_78,67.57,clothing,2025-04-17
txn_100788,user_82,461.23,utilities,2025-06-13
txn_100789,user_59,146.39,dining,2025-04-22
txn_100790,user_96,171.82,clothing,2025-06-10
txn_100791,user_11,64.46,groceries,2025-05-29
txn_100792,user_37,65.69,entertainment,2025-05-10
txn_100793,user_65,49.62,dining,2025-06-22
txn_100794,user_26,493.85,dining,2025-06-25
txn_100795,user_51,7.5,travel,2025-04-10
txn_100796,user_31,442.95,utilities,2025-05-06
txn_100797,user_29,363.85,electronics,2025-04-18
txn_100798,user_94,389.6,fuel,2025-06-11
txn_100799,user_43,425.06,clothing,2025-05-05
txn_100800,user_10,56.16,fuel,2025-04-08
txn_100801,user_74,142.52,entertainment,2025-06-25
txn_100802,user_92,70.93,electronics,2025-05-08
txn_100803,user_80,218.05,entertainment,2025-06-24
txn_100804,user_31,269.8,entertainment,2025-04-26
txn_100805,user_72,181.46,groceries,2025-04-26
txn_100806,user_73,485.14,clothing,2025-05-10
txn_100807,user_17,180.75,clothing,2025-04-27
txn_100808,user_30,351.46,clothing,2025-05-30
txn_100809,user_67,108.03,travel,2025-05-27
txn_100810,user_3,443.09,fuel,2025-05-26
txn_100811,user_87,316.17,groceries,2025-06-22
txn_100812,user_31,39.97,clothing,2025-04-26
txn_100813,user_12,295.49,electronics,2025-05-07
txn_100814,user_11,21.96,utilities,2025-05-28
txn_100815,user_77,441.87,groceries,2025-06-01
txn_100816,user_13,275.24,fuel,2025-06-04
txn_100817,user_2,309.69,groceries,2025-04-19
txn_100818,user_33,164.93,utilities,2025-06-24
txn_100819,user_20,107.35,dining,2025-06-07
txn_100820,user_30,308.03,clothing,2025-05-15
txn_100821,user_64,198.06,clothing,2025-05-30
txn_100822,user_7,332.5,clothing,2025-05-31
txn_100823,user_36,320.12,electronics,2025-06-02
txn_100824,user_17,91.49,electronics,2025-05-25
txn_100825,user_54,50.57,travel,2025-05-10
txn_100826,user_16,24.81,fuel,2025-05-22
txn_100827,user_49,339.84,clothing,2025-06-29
txn_100828,user_26,128.4,dining,2025-05-17
txn_100829,user_80,368.14,fuel,2025-04-19
txn_100830,user_16,169.56,electronics,2025-05-07
txn_100831,user_1,316.42,travel,2025-06-24
txn_100832,user_40,39.07,travel,2025-04-08
txn_100833,user_21,140.95,fuel,2025-06-06
txn_100834,user_76,479.81,travel,2025-06-18
txn_100835,user_53,200.46,electronics,2025-05-08
txn_100836,user_95,149.75,dining,2025-06-09
txn_100837,user_57,388.51,groceries,2025-04-24
txn_100838,user_92,417.53,fuel,2025-04-12
txn_100839,user_14,423.1,clothing,2025-05-30
txn_100840,user_66,330.03,electronics,2025-06-23
txn_100841,user_24,441.43,clothing,2025-05-27
txn_100842,user_8,43.71,electronics,2025-04-17
txn_100843,user_83,242.69,utilities,2025-04-28
txn_100844,user_36,28.92,dining,2025-04-06
txn_100845,user_85,167.81,groceries,2025-04-26
txn_100846,user_78,72.86,travel,2025-06-24
txn_100847,user_52,199.74,groceries,2025-04-29
txn_100848,user_29,430.71,dining,2025-06-20
txn_100849,user_35,256.98,entertainment,2025-06-06
txn_100850,user_60,462.55,dining,2025-04-16
txn_100851,user_5,28.66,travel,2025-06-14
txn_100852,user_37,429.53,entertainment,2025-04-09
txn_100853,user_55,205.78,groceries,2025-04-20
txn_100854,user_88,186.7,fuel,2025-05-17
txn_100855,user_62,393.73,groceries,2025-06-23
txn_100856,user_83,81.17,utilities,2025-06-25
txn_100857,user_10,269.3,utilities,2025-05-15
txn_100858,user_8,101.76,entertainment,2025-04-08
txn_100859,user_1,476.08,electronics,2025-04-23
txn_100860,user_96,300.8,clothing,2025-05-20
txn_100861,user_53,131.7,fuel,2025-04-11
txn_100862,user_25,472.06,entertainment,2025-05-10
txn_100863,user_10,407.98,clothing,2025-04-04
txn_100864,user_44,89.37,electronics,2025-05-24
txn_100865,user_4,180.85,electronics,2025-06-04
txn_100866,user_70,59.44,travel,2025-04-09
txn_100867,user_81,270.66,groceries,2025-05-27
txn_100868,user_70,66.74,clothing,2025-06-17
txn_100869,user_82,464.27,entertainment,2025-06-21
txn_100870,user_58,108.21,travel,2025-05-07
txn_100871,user_66,160.52,fuel,2025-05-28
txn_100872,user_92,366.01,utilities,2025-05-29
txn_100873,user_21,340.3,fuel,2025-04-04
txn_100874,user_71,400.53,dining,2025-05-10
txn_100875,user_81,53.35,clothing,2025-07-01
txn_100876,user_42,489.09,travel,2025-06-25
txn_100877,user_60,383.1,utilities,2025-06-12
txn_100878,user_67,315.43,groceries,2025-06-07
txn_100879,user_43,33.89,fuel,2025-04-13
txn_100880,user_39,453.32,fuel,2025-06-01
txn_100881,user_42,87.12,entertainment,2025-06-01
txn_100882,user_65,249.06,dining,2025-05-13
txn_100883,user_56,416.13,utilities,2025-04-27
txn_100884,user_20,70.4,travel,2025-05-29
txn_100885,user_68,146.01,clothing,2025-05-23
txn_100886,user_5,117.01,groceries,2025-04-20
txn_100887,user_37,288.26,fuel,2025-05-30
txn_100888,user_67,195.87,dining,2025-04-11
txn_100889,user_79,395.18,utilities,2025-05-25
txn_100890,user_14,273.28,clothing,2025-06-13
txn_100891,user_45,94.43,entertainment,2025-06-30
txn_100892,user_12,165.07,utilities,2025-05-16
txn_100893,user_60,277.28,travel,2025-04-15
txn_100894,user_40,210.0,utilities,2025-05-11
txn_100895,user_24,232.31,groceries,2025-06-07
txn_100896,user_77,314.4,utilities,2025-06-27
txn_100897,user_92,454.61,entertainment,2025-05-28
txn_100898,user_87,324.22,utilities,2025-04-21
txn_100899,user_72,492.83,travel,2025-06-13
txn_100900,user_5,468.75,utilities,2025-04-10
txn_100901,user_40,424.68,travel,2025-04-28
txn_100902,user_63,59.61,utilities,2025-05-13
txn_100903,user_85,165.09,travel,2025-06-16
txn_100904,user_72,158.16,fuel,2025-04-14
txn_100905,user_44,69.63,travel,2025-06-28
txn_100906,user_89,424.28,groceries,2025-05-14
txn_100907,user_41,52.85,fuel,2025-05-10
txn_100908,user_48,181.82,dining,2025-05-30
txn_100909,user_99,178.74,dining,2025-04-28
txn_100910,user_33,288.33,travel,2025-04-07
txn_100911,user_60,136.94,electronics,2025-04-05
txn_100912,user_35,357.1,groceries,2025-04-27
txn_100913,user_16,445.71,groceries,2025-05-01
txn_100914,user_16,471.03,dining,2025-05-06
txn_100915,user_92,187.01,groceries,2025-05-23
txn_100916,user_60,164.72,groceries,2025-05-19
txn_100917,user_69,157.89,utilities,2025-06-25
txn_100918,user_99,154.61,groceries,2025-04-13
txn_100919,user_98,395.39,clothing,2025-06-16
txn_100920,user_75,59.19,clothing,2025-06-16
txn_100921,user_54,404.79,dining,2025-06-26
txn_100922,user_24,255.91,fuel,2025-06-28
txn_100923,user_92,49.0,electronics,2025-06-01
txn_100924,user_38,477.06,groceries,2025-05-04
txn_100925,user_27,265.63,groceries,2025-06-10
txn_100926,user_81,71.31,electronics,2025-06-18
txn_100927,user_23,154.95,travel,2025-06-15
txn_100928,user_10,92.51,utilities,2025-05-30
txn_100929,user_30,359.54,groceries,2025-04-29
txn_100930,user_84,207.07,clothing,2025-05-26
txn_100931,user_78,405.87,groceries,2025-04-23
txn_100932,user_93,153.99,dining,2025-04-22
txn_100933,user_1,257.11,clothing,2025-05-17
txn_100934,user_21,498.65,dining,2025-06-20
txn_100935,user_87,11.65,fuel,2025-06-14
txn_100936,user_95,443.63,dining,2025-04-04
txn_100937,user_90,63.46,groceries,2025-06-30
txn_100938,user_24,381.7,clothing,2025-06-18
txn_100939,user_27,55.21,travel,2025-05-16
txn_100940,user_26,185.55,travel,2025-04-24
txn_100941,user_77,129.77,dining,2025-05-21
txn_100942,user_90,319.27,travel,2025-04-13
txn_100943,user_22,217.45,groceries,2025-05-15
txn_100944,user_88,200.91,fuel,2025-04-09
txn_100945,user_26,113.74,groceries,2025-06-12
txn_100946,user_15,237.58,travel,2025-05-30
txn_100947,user_18,325.74,fuel,2025-07-01
txn_100948,user_27,234.2,groceries,2025-06-30
txn_100949,user_74,479.65,travel,2025-07-01
txn_100950,user_82,394.66,utilities,2025-04-10
txn_100951,user_90,380.31,clothing,2025-04-06
txn_100952,user_85,236.23,entertainment,2025-04-13
txn_100953,user_91,93.51,dining,2025-05-06
txn_100954,user_89,275.29,travel,2025-05-21
txn_100955,user_33,349.69,clothing,2025-06-30
txn_100956,user_37,312.97,fuel,2025-04-19
txn_100957,user_24,337.35,electronics,2025-05-12
txn_100958,user_61,284.6,utilities,2025-05-07
txn_100959,user_9,29.57,electronics,2025-05-11
txn_100960,user_57,259.55,travel,2025-04-09
txn_100961,user_4,7.36,entertainment,2025-05-03
txn_100962,user_8,432.31,travel,2025-05-20
txn_100963,user_54,387.8,utilities,2025-04-08
txn_100964,user_14,219.96,travel,2025-05-04
txn_100965,user_28,185.59,fuel,2025-04-09
txn_100966,user_14,144.74,clothing,2025-05-28
txn_100967,user_79,233.72,electronics,2025-05-25
txn_100968,user_45,251.51,travel,2025-05-15
txn_100969,user_23,129.8,utilities,2025-04-13
txn_100970,user_69,408.96,groceries,2025-04-04
txn_100971,user_83,425.15,electronics,2025-04-04
txn_100972,user_6,243.0,electronics,2025-06-30
txn_100973,user_35,173.61,travel,2025-05-04
txn_100974,user_37,438.9,dining,2025-04-04
txn_100975,user_4,189.14,entertainment,2025-06-15
txn_100976,user_90,245.24,fuel,2025-04-22
txn_100977,user_100,497.89,fuel,2025-06-30
txn_100978,user_75,402.82,entertainment,2025-06-10
txn_100979,user_72,110.11,fuel,2025-06-17
txn_100980,user_33,255.99,fuel,2025-04-04
txn_100981,user_6,403.43,travel,2025-06-11
txn_100982,user_12,250.42,utilities,2025-07-01
txn_100983,user_76,417.51,electronics,2025-04-16
txn_100984,user_87,272.37,utilities,2025-04-11
txn_100985,user_72,85.0,clothing,2025-05-03
txn_100986,user_40,55.76,dining,2025-04-16
txn_100987,user_61,6.98,groceries,2025-05-28
txn_100988,user_82,258.76,electronics,2025-05-28
txn_100989,user_55,273.94,entertainment,2025-04-11
txn_100990,user_42,143.31,entertainment,2025-06-10
txn_100991,user_36,441.99,entertainment,2025-04-23
txn_100992,user_9,265.42,utilities,2025-04-10
txn_100993,user_89,275.56,entertainment,2025-05-27
txn_100994,user_54,423.77,fuel,2025-04-08
txn_100995,user_43,260.44,groceries,2025-05-01
txn_100996,user_29,244.42,utilities,2025-05-09
txn_100997,user_72,276.33,electronics,2025-06-03
txn_100998,user_4,458.93,electronics,2025-04-19
txn_100999,user_74,301.63,dining,2025-07-02
txn_101000,user_34,259.23,clothing,2025-04-15
txn_101001,user_88,467.08,utilities,2025-05-17
txn_101002,user_13,76.33,dining,2025-05-03
txn_101003,user_1,485.27,entertainment,2025-06-24
txn_101004,user_90,488.45,fuel,2025-06-30
txn_101005,user_15,400.59,fuel,2025-06-11
txn_101006,user_78,74.51,electronics,2025-05-25
txn_101007,user_19,41.62,groceries,2025-05-04
txn_101008,user_61,349.45,travel,2025-05-06
txn_101009,user_35,50.31,clothing,2025-04-17
txn_101010,user_53,457.92,clothing,2025-05-11
txn_101011,user_4,212.66,utilities,2025-04-05
txn_101012,user_94,53.94,entertainment,2025-04-23
txn_101013,user_20,24.89,fuel,2025-06-11
txn_101014,user_27,152.3,groceries,2025-05-18
txn_101015,user_49,334.77,fuel,2025-05-05
txn_101016,user_76,486.67,fuel,2025-05-04
txn_101017,user_66,173.29,electronics,2025-05-04
txn_101018,user_48,482.84,fuel,2025-04-25
txn_101019,user_77,403.35,utilities,2025-04-30
txn_101020,user_30,12.76,utilities,2025-05-16
txn_101021,user_19,255.39,clothing,2025-05-14
txn_101022,user_9,454.56,clothing,2025-06-15
txn_101023,user_13,280.29,groceries,2025-06-27
txn_101024,user_18,6.26,groceries,2025-04-21
txn_101025,user_12,205.26,entertainment,2025-06-09
txn_101026,user_86,60.5,dining,2025-05-20
txn_101027,user_10,17.58,dining,2025-04-04
txn_101028,user_15,116.5,travel,2025-05-14
txn_101029,user_47,171.0,utilities,2025-05-12
txn_101030,user_14,451.14,clothing,2025-07-02
txn_101031,user_3,285.58,groceries,2025-04-21
txn_101032,user_63,327.98,dining,2025-05-22
txn_101033,user_91,41.2,clothing,2025-07-01
txn_101034,user_37,7.96,fuel,2025-05-06
txn_101035,user_14,470.41,travel,2025-06-27
txn_101036,user_81,214.33,fuel,2025-06-11
txn_101037,user_35,484.45,electronics,2025-07-02
txn_101038,user_26,250.74,groceries,2025-05-18
txn_101039,user_31,124.84,entertainment,2025-04-10
txn_101040,user_51,25.17,dining,2025-05-01
txn_101041,user_33,451.73,dining,2025-05-05
txn_101042,user_97,70.85,utilities,2025-04-15
txn_101043,user_65,76.39,entertainment,2025-04-12
txn_101044,user_60,285.31,groceries,2025-05-14
txn_101045,user_73,129.64,groceries,2025-06-19
txn_101046,user_4,247.38,utilities,2025-05-16
txn_101047,user_39,325.19,electronics,2025-06-18
txn_101048,user_48,51.3,electronics,2025-06-29
txn_101049,user_16,124.49,entertainment,2025-06-27
txn_101050,user_43,257.32,dining,2025-06-15
txn_101051,user_96,389.65,entertainment,2025-04-20
txn_101052,user_44,324.07,groceries,2025-04-29
txn_101053,user_29,66.03,utilities,2025-05-31
txn_101054,user_31,110.73,fuel,2025-06-16
txn_101055,user_100,25.43,clothing,2025-05-10
txn_101056,user_36,409.23,clothing,2025-04-26
txn_101057,user_13,417.61,dining,2025-06-08
txn_101058,user_56,210.03,entertainment,2025-05-28
txn_101059,user_88,324.34,groceries,2025-04-22
txn_101060,user_10,398.04,utilities,2025-05-28
txn_101061,user_11,12.99,dining,2025-04-21
txn_101062,user_5,416.2,travel,2025-06-15
txn_101063,user_18,103.87,utilities,2025-06-29
txn_101064,user_50,279.83,travel,2025-06-05
txn_101065,user_98,21.45,dining,2025-05-26
txn_101066,user_27,154.51,utilities,2025-04-12
txn_101067,user_53,269.17,electronics,2025-05-04
txn_101068,user_30,259.11,dining,2025-05-20
txn_101069,user_83,94.32,travel,2025-05-27
txn_101070,user_27,150.84,dining,2025-05-16
txn_101071,user_99,290.83,travel,2025-04-08
txn_101072,user_26,270.36,dining,2025-04-22
txn_101073,user_30,446.14,electronics,2025-06-11
txn_101074,user_12,226.74,clothing,2025-06-18
txn_101075,user_70,312.62,dining,2025-04-21
txn_101076,user_40,175.38,dining,2025-05-09
txn_101077,user_27,141.64,clothing,2025-05-15
txn_101078,user_9,39.3,travel,2025-04-17
txn_101079,user_18,313.9,travel,2025-06-29
txn_101080,user_94,349.89,groceries,2025-05-14
txn_101081,user_83,53.8,travel,2025-06-14
txn_101082,user_59,97.11,utilities,2025-06-07
txn_101083,user_67,371.01,groceries,2025-06-13
txn_101084,user_17,322.38,dining,2025-06-23
txn_101085,user_57,488.28,clothing,2025-05-22
txn_101086,user_48,450.39,travel,2025-05-29
txn_101087,user_96,151.68,dining,2025-06-09
txn_101088,user_71,357.93,clothing,2025-06-01
txn_101089,user_55,490.69,travel,2025-06-03
txn_101090,user_66,159.53,fuel,2025-06-29
txn_101091,user_18,62.74,travel,2025-06-12
txn_101092,user_7,119.55,clothing,2025-04-12
txn_101093,user_78,165.76,groceries,2025-05-02
txn_101094,user_24,372.44,utilities,2025-04-20
txn_101095,user_57,459.15,groceries,2025-04-15
txn_101096,user_9,390.02,fuel,2025-04-17
txn_101097,user_21,422.62,clothing,2025-05-08
txn_101098,user_78,448.64,utilities,2025-05-03
txn_101099,user_6,62.05,dining,2025-06-05
txn_101100,user_25,192.52,travel,2025-05-11
txn_101101,user_39,412.55,groceries,2025-06-29
txn_101102,user_59,224.25,entertainment,2025-04-04
txn_101103,user_97,304.57,fuel,2025-05-14
txn_101104,user_82,270.95,utilities,2025-04-23
txn_101105,user_58,436.96,fuel,2025-06-08
txn_101106,user_4,17.58,electronics,2025-04-29
txn_101107,user_48,279.28,fuel,2025-06-23
txn_101108,user_41,439.0,groceries,2025-05-01
txn_101109,user_59,350.06,utilities,2025-04-11
txn_101110,user_53,377.87,dining,2025-05-20
txn_101111,user_7,61.82,clothing,2025-04-16
txn_101112,user_35,179.66,dining,2025-04-19
txn_101113,user_27,264.77,electronics,2025-05-14
txn_101114,user_37,204.58,groceries,2025-05-12
txn_101115,user_46,479.75,entertainment,2025-05-08
txn_101116,user_27,256.97,entertainment,2025-06-10
txn_101117,user_69,182.49,groceries,2025-06-16
txn_101118,user_75,46.9,electronics,2025-05-19
txn_101119,user_53,497.56,electronics,2025-04-06
txn_101120,user_54,269.02,utilities,2025-05-03
txn_101121,user_66,134.87,entertainment,2025-06-22
